ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Sub-Rarity,Agg. RANK,Rarest Trait %,Rarest Trait Score,Rarity,Final Rank,Glitched?
960,Bruno,Sunny Beach,Blue And Orange,None,Septum Piercing,Orange Beanie,Pizza,Versace Tee,"10,83%","3,18%","22,00%","64,95%","3,47%","3,87%","5,00%","0,95%","0,000000000314",3548,"93,94",7,"87,45","90,69",214,"0,95","74,59","85,32611482",95,N
3668,Gordo,Abstract White_Blue,Blue And Orange,None,Cross Necklace,Visor Cap,Bubblegum,Versace Tee,"10,19%","5,19%","22,00%","64,95%","3,18%","3,57%","3,89%","0,95%","0,000000000318",3547,"93,91",7,"87,45","90,68",215,"0,95","74,59","85,31728947",96,N
1238,Gordo,Bright Sky,Purple And Green,Space Comms Gadget,Golden Earring,Gold Halo,Nothing,Derby Stars Turtleneck,"10,19%","7,18%","7,60%","1,11%","3,79%","2,33%","65,90%","1,16%",0,3712,"98,28",7,"87,45","92,86",114,"1,11","70,17","85,30040496",97,N
3218,Gordo,Space Silver,Blue And Orange,Pilot Sunglasses,Septum Piercing,Gold Crown,Nothing,Chef's Jacket,"10,19%","6,43%","22,00%","5,43%","3,47%","1,11%","65,90%","1,01%","0,0000000002",3602,"95,37",7,"87,45","91,41",173,"1,01","72,93","85,25028352",98,N
2460,Gordo,Rainbow,Green And Orange,Pilot Sunglasses,None,Propeller Hat,Cigar,Ripped Yellow Longsleeve,"10,19%","9,56%","13,66%","5,43%","62,75%","4,02%","4,00%","0,85%","0,000000000618",3434,"90,92",7,"87,45","89,18",311,"0,85","77,35","85,240692",99,N
2176,Lou,Bright Sky,Orange And Blue,Orange Shades,Cross Necklace,Luart Helmet,Nothing,ArtsyApes Brains Longsleeve,"12,05%","7,18%","21,66%","6,35%","3,18%","0,95%","65,90%","1,43%","0,000000000339",3537,"93,65",7,"87,45","90,55",223,"0,95","74,59","85,22903601",100,N
1918,Albert,Deep Green,Blue And Orange,3D,Silver Necklace,Devil Horns,Lollipop,Black Waistcoat,"10,83%","6,43%","22,00%","3,71%","4,82%","3,10%","5,03%","1,46%",0,3685,"97,56",8,"97,62","97,59",65,"1,46","60,50","85,22872029",101,N
1380,Jeff,Ones & Zeros,Yellow And Blue,Orange Shades,Septum Piercing,Gold Halo,Nothing,Chef's Jacket,"11,25%","5,30%","10,22%","6,35%","3,47%","2,33%","65,90%","1,01%","0,000000000207",3599,"95,29",7,"87,45","91,37",176,"1,01","72,93","85,22380749",102,N
1085,Bruno,Half-Sprayed Wall,Blue And Orange,3D,None,Jägermeister Cap,Party Whistle,Versace Tee,"10,83%","6,99%","22,00%","3,71%","62,75%","1,72%","5,35%","0,95%","0,00000000034",3536,"93,62",7,"87,45","90,53",224,"0,95","74,59","85,22021066",103,N
375,Whitney,Abstract Red_Blue,Grey And Yellow,Heart Sunglasses,None,Devil Horns,Bubblegum,Rainbow Pin Suit & Tie,"10,46%","4,87%","12,13%","4,42%","62,75%","3,10%","3,89%","1,01%","0,000000000208",3597,"95,23",7,"87,45","91,34",178,"1,01","72,93","85,20615679",104,N
3510,Whitney,Deep Green,Blue And Orange,3D,None,ArtsyApes Cap,Party Whistle,Ripped Yellow Longsleeve,"10,46%","6,43%","22,00%","3,71%","62,75%","4,05%","5,35%","0,85%","0,000000000632",3427,"90,73",7,"87,45","89,09",318,"0,85","77,35","85,17891457",105,N
2154,Robin,Sprayed Wall,Blue And Orange,Pilot Sunglasses,Golden Nose Ring,Propeller Hat,Pizza,ArtsyApes Brains Longsleeve,"11,04%","5,30%","22,00%","5,43%","5,56%","4,02%","5,00%","1,43%","0,000000000112",3648,"96,58",8,"97,62","97,10",83,"1,43","61,33","85,17838247",106,N
3488,Albert,Deep Blue,Orange And Blue,Flower Power,Bitcoin Chain,Chef's Hat,Party Whistle,Black Turtleneck,"10,83%","7,73%","21,66%","3,52%","2,70%","4,26%","5,35%","1,48%",0,3691,"97,72",8,"97,62","97,67",59,"1,48","59,95","85,09753903",107,N
3518,Gordo,Sprayed Wall,Purple And Green,Space Comms Gadget,None,Clown Wig,Cigar,White Shirt & Blue Tie,"10,19%","5,30%","7,60%","1,11%","62,75%","2,57%","4,00%","2,28%",0,3681,"97,46",7,"87,45","92,45",123,"1,11","70,17","85,02681922",108,N
3454,Albert,Half-Sprayed Wall,Grey And Yellow,Deal With It,Golden Earring,Reverse Hat,Nothing,Versace Tee,"10,83%","6,99%","12,13%","5,03%","3,79%","3,76%","65,90%","0,95%","0,000000000413",3511,"92,96",7,"87,45","90,20",248,"0,95","74,59","84,999577",109,N
1023,Robin,Sprayed Wall,Purple And Green,None,Rose Necklace,Clown Wig,Bubblegum,Ethereum Hoodie,"11,04%","5,30%","7,60%","64,95%","1,11%","2,57%","3,89%","2,20%",0,3677,"97,35",7,"87,45","92,40",124,"1,11","70,17","84,99151784",110,N
1060,Albert,Half-Sprayed Wall,Purple And Green,Space Comms Gadget,Golden Earring,None,Pizza,Orange Hoodie,"10,83%","6,99%","7,60%","1,11%","3,79%","52,08%","5,00%","1,19%",0,3674,"97,27",7,"87,45","92,36",126,"1,11","70,17","84,9650418",111,N
2978,Albert,Red & Green Aura,Green And Orange,Heart Sunglasses,None,Devil Horns,Ganja,ArtsyApes Basketball Jersey,"10,83%","6,80%","13,66%","4,42%","62,75%","3,10%","5,75%","0,93%","0,000000000461",3485,"92,27",7,"87,45","89,86",268,"0,93","75,14","84,95425133",112,N
364,Albert,Abstract Red_Blue,Purple And Green,Space Comms Gadget,Double Ear Piercing,ArtsyApes Cap,Nothing,Ethereum Hoodie,"10,83%","4,87%","7,60%","1,11%","3,36%","4,05%","65,90%","2,20%",0,3668,"97,11",7,"87,45","92,28",129,"1,11","70,17","84,91208972",113,N
2781,Ham,Brick Wall,Orange And Blue,None,Septum Piercing,Jägermeister Cap,Ganja,Joker Suit,"9,74%","6,09%","21,66%","64,95%","3,47%","1,72%","5,75%","1,01%","0,000000000288",3556,"94,15",7,"87,45","90,80",208,"1,01","72,93","84,84431759",114,N
1442,Ham,Bright Sky,Blue And Orange,Flower Power,Jägermeister Chain,Propeller Hat,Ganja,Catchphrase Ripped Tee,"9,74%","7,18%","22,00%","3,52%","2,99%","4,02%","5,75%","1,51%",0,3693,"97,78",8,"97,62","97,70",58,"1,51","59,12","84,83898973",115,N
1247,Lou,Red & Green Aura,Green And Orange,Heart Sunglasses,Golden Earring,Gold Halo,Nothing,Chef's Jacket,"12,05%","6,80%","13,66%","4,42%","3,79%","2,33%","65,90%","1,01%","0,00000000029",3554,"94,10",7,"87,45","90,77",209,"1,01","72,93","84,8266669",116,N
3050,Albert,Rainbow,Yellow And Blue,Heart Sunglasses,Golden Nose Ring,None,Lollipop,MVVD Hoodie,"10,83%","9,56%","10,22%","4,42%","5,56%","52,08%","5,03%","0,90%","0,000000000613",3436,"90,97",7,"87,45","89,21",309,"0,9","75,97","84,79800936",117,N
2486,Albert,Ones & Zeros,Purple And Green,None,Rose Necklace,Orange Beanie,Cigar,Ripped Black Shirt,"10,83%","5,30%","7,60%","64,95%","1,11%","3,87%","4,00%","2,25%","0,000000000109",3653,"96,72",7,"87,45","92,08",137,"1,11","70,17","84,77970952",118,N
333,Juanita,Sprayed Wall,Blue And Orange,None,Golden Eyebrow Piercing,Red Cap,Party Whistle,Chef's Jacket,"11,25%","5,30%","22,00%","64,95%","2,62%","2,70%","5,35%","1,01%","0,000000000324",3544,"93,83",7,"87,45","90,64",217,"1,01","72,93","84,73841343",119,N
370,Bruno,Half-Sprayed Wall,Yellow And Blue,Orange Shades,None,Reverse Hat,Cigarette,Rainbow Pin Suit & Tie,"10,83%","6,99%","10,22%","6,35%","62,75%","3,76%","2,78%","1,01%","0,000000000324",3543,"93,80",7,"87,45","90,63",218,"1,01","72,93","84,72958809",120,N
1910,Robin,Half-Sprayed Wall,Blue And Orange,3D,None,Devil Horns,Ganja,Omega Hoodie,"11,04%","6,99%","22,00%","3,71%","62,75%","3,10%","5,75%","0,90%","0,000000000633",3426,"90,71",7,"87,45","89,08",319,"0,9","75,97","84,70975589",121,N
3776,Albert,Abstract White_Blue,Brown And Orange,None,Cross Earring,Gold Crown,Cigar,Ape College Jacket,"10,83%","5,19%","10,38%","64,95%","3,10%","1,11%","4,00%","2,49%","0,00000000013",3638,"96,32",7,"87,45","91,89",144,"1,11","70,17","84,64732933",122,N
1577,Whitney,Space Gold,Brown And Orange,Clear Lenses Round,None,Orange Beanie,Cigar,100 Emoji Swag Tee,"10,46%","2,07%","10,38%","3,87%","62,75%","3,87%","4,00%","1,14%",0,3664,"97,01",7,"87,45","92,23",132,"1,14","69,34","84,60058833",123,N
210,Robin,Abstract Red_Blue,Green And Orange,None,Rose Necklace,Devil Horns,Cigar,Hawaii Shirt,"11,04%","4,87%","13,66%","64,95%","1,11%","3,10%","4,00%","2,20%","0,000000000144",3631,"96,13",7,"87,45","91,79",148,"1,11","70,17","84,5855519",124,N
2142,Ham,Deep Blue,Blue And Orange,None,Golden Eyebrow Piercing,Gold Crown,Cigarette,Jägermeister Hoodie,"9,74%","7,73%","22,00%","64,95%","2,62%","1,11%","2,78%","1,69%","0,000000000148",3627,"96,03",7,"87,45","91,74",152,"1,11","70,17","84,55025052",125,N
2838,Lou,Gold Flakes,Orange And Blue,Pilot Sunglasses,Silver Necklace,Propeller Hat,Bubblegum,Catchphrase Ripped Tee,"12,05%","6,33%","21,66%","5,43%","4,82%","4,02%","3,89%","1,51%","0,000000000102",3658,"96,85",8,"97,62","97,23",78,"1,51","59,12","84,5301026",126,N
2342,Lou,Space Silver,Orange And Blue,Flower Power,None,ArtsyApes Cap,Party Whistle,MVVD Hoodie,"12,05%","6,43%","21,66%","3,52%","62,75%","4,05%","5,35%","0,90%","0,000000000723",3398,"89,97",7,"87,45","88,71",343,"0,9","75,97","84,46264619",127,N
3156,Whitney,Deep Green,Grey And Yellow,Pilot Sunglasses,Rose Necklace,None,Bubblegum,Jägermeister Hoodie,"10,46%","6,43%","12,13%","5,43%","1,11%","52,08%","3,89%","1,69%","0,000000000169",3616,"95,74",7,"87,45","91,59",162,"1,11","70,17","84,45317171",128,N
1377,Juanita,Bright Sky,Grey And Yellow,Space Comms Gadget,Bitcoin Chain,None,Pizza,Green Puffer Jacket,"11,25%","7,18%","12,13%","1,11%","2,70%","52,08%","5,00%","2,25%","0,000000000172",3614,"95,68",7,"87,45","91,57",164,"1,11","70,17","84,43552101",129,N
3203,Albert,Sunny Beach,Blue And Orange,Heart Sunglasses,None,Propeller Hat,Pizza,Joker Suit,"10,83%","3,18%","22,00%","4,42%","62,75%","4,02%","5,00%","1,01%","0,000000000425",3500,"92,67",7,"87,45","90,06",258,"1,01","72,93","84,35009819",130,N
407,Robin,Matrix,Brown And Orange,Green Cybernetic Visor,None,Captain's Hat,Pizza,Go ***** Yourself Tee,"11,04%","4,21%","10,38%","1,62%","62,75%","4,18%","5,00%","1,16%","0,000000000119",3644,"96,48",7,"87,45","91,96",141,"1,16","68,79","84,23994807",131,N
2098,Juanita,Ones & Zeros,Orange And Blue,Deal With It,Rose Necklace,Jägermeister Antlers,Nothing,Ripped Black Shirt,"11,25%","5,30%","21,66%","5,03%","1,11%","2,07%","65,90%","2,25%","0,000000000221",3591,"95,08",7,"87,45","91,26",183,"1,11","70,17","84,23253805",132,N
2378,Ham,Abstract Red_Blue,Green And Orange,Green Cybernetic Visor,Silver Necklace,Red Cap,Lollipop,_APES_ Sweater,"9,74%","4,87%","13,66%","1,62%","4,82%","2,70%","5,03%","3,02%",0,3737,"98,94",8,"97,62","98,28",32,"1,62","56,09","84,21457163",133,N
2579,Robin,Sprayed Wall,Brown And Orange,Green Cybernetic Visor,Silver Necklace,ArtsyApes Cap,Bubblegum,_APES_ Sweater,"11,04%","5,30%","10,38%","1,62%","4,82%","4,05%","3,89%","3,02%",0,3734,"98,86",8,"97,62","98,24",34,"1,62","56,09","84,1880956",134,N
2088,Lou,Deep Green,Grey And Yellow,None,Golden Nose Ring,Propeller Hat,Ganja,Hazmat Suit,"12,05%","6,43%","12,13%","64,95%","5,56%","4,02%","5,75%","0,93%","0,000000000727",3395,"89,89",7,"87,45","88,67",345,"0,93","75,14","84,15997015",135,N
2774,Turned,Abstract Red_Blue,Loose,Flower Power,None,None,Ganja,SciFi Space Suit,"2,20%","4,87%","2,09%","3,52%","62,75%","52,08%","5,75%","0,42%",0,3684,"97,54",6,"65,63","81,59",577,"0,42","89,23","84,13380983",136,N
3347,Lou,Rainbow,Yellow And Blue,Pilot Sunglasses,Silver Necklace,None,Ganja,MVVD Hoodie,"12,05%","9,56%","10,22%","5,43%","4,82%","52,08%","5,75%","0,90%","0,000000000829",3360,"88,96",7,"87,45","88,20",373,"0,9","75,97","84,12728303",137,N
3029,Bruno,Mountains,Orange And Blue,Space Comms Gadget,Bitcoin Chain,Chef's Hat,Nothing,Green Puffer Jacket,"10,83%","5,61%","21,66%","1,11%","2,70%","4,26%","65,90%","2,25%","0,00000000025",3572,"94,57",7,"87,45","91,01",195,"1,11","70,17","84,06485647",138,N
3526,Juanita,Abstract White_Blue,Orange And Blue,Space Comms Gadget,Cross Earring,Visor Cap,Nothing,Blue Camo Shirt,"11,25%","5,19%","21,66%","1,11%","3,10%","3,57%","65,90%","2,44%","0,00000000025",3571,"94,55",7,"87,45","91,00",196,"1,11","70,17","84,05603112",139,N
885,Juanita,Abstract White_Blue,Green And Orange,Green Cybernetic Visor,Golden Nose Ring,Beer Helmet,Nothing,Derby Stars Turtleneck,"11,25%","5,19%","13,66%","1,62%","5,56%","2,89%","65,90%","1,16%","0,000000000159",3623,"95,92",7,"87,45","91,69",156,"1,16","68,79","84,0546158",140,N
3562,Lou,Deep Green,Orange And Blue,Space Comms Gadget,Golden Eyebrow Piercing,None,Cigar,Thorchain Hoodie & Jacket,"12,05%","6,43%","21,66%","1,11%","2,62%","52,08%","4,00%","2,65%","0,00000000027",3565,"94,39",7,"87,45","90,92",202,"1,11","70,17","84,00307904",141,N
3746,Whitney,Ones & Zeros,Orange And Blue,Pilot Sunglasses,Septum Piercing,Reverse Hat,Nothing,Rainbow Pin Suit & Tie,"10,46%","5,30%","21,66%","5,43%","3,47%","3,76%","65,90%","1,01%","0,000000000563",3453,"91,42",7,"87,45","89,44",295,"1,01","72,93","83,93530691",142,N
136,Gordo,Sprayed Wall,Blue And Orange,3D,None,Captain's Hat,Lollipop,Chef's Jacket,"10,19%","5,30%","22,00%","3,71%","62,75%","4,18%","5,03%","1,01%","0,000000000585",3447,"91,26",7,"87,45","89,36",300,"1,01","72,93","83,88235483",143,N
3341,Turned,Deep Blue,Loose,Deal With It,Golden Eyebrow Piercing,Orange Beanie,Nothing,White Plain Tee,"2,20%","7,73%","2,09%","5,03%","2,62%","3,87%","65,90%","1,30%",0,3748,"99,23",7,"87,45","93,34",103,"1,3","64,92","83,86885076",144,N
232,Juanita,Deep Blue,Brown And Orange,Orange Shades,None,Devil Horns,Party Whistle,Chef's Jacket,"11,25%","7,73%","10,38%","6,35%","62,75%","3,10%","5,35%","1,01%","0,0000000006",3443,"91,16",7,"87,45","89,30",304,"1,01","72,93","83,84705345",145,N
3405,Robin,Sunny Beach,Green And Orange,3D,Golden Eyebrow Piercing,None,Pizza,Orange Hoodie,"11,04%","3,18%","13,66%","3,71%","2,62%","52,08%","5,00%","1,19%","0,000000000145",3630,"96,11",7,"87,45","91,78",149,"1,19","67,96","83,84019322",146,N
2646,Albert,Abstract White_Blue,Orange And Blue,None,Golden Nose Ring,Red Cap,Lollipop,Rainbow Pin Suit & Tie,"10,83%","5,19%","21,66%","64,95%","5,56%","2,70%","5,03%","1,01%","0,000000000601",3442,"91,13",7,"87,45","89,29",305,"1,01","72,93","83,8382281",147,N
1354,Turned,Deep Blue,Loose,3D,Golden Earring,Propeller Hat,Nothing,White Plain Tee,"2,20%","7,73%","2,09%","3,71%","3,79%","4,02%","65,90%","1,30%",0,3744,"99,13",7,"87,45","93,29",104,"1,3","64,92","83,83354938",148,N
2549,Jeff,Mountains,Orange And Blue,Deal With It,Rose Necklace,None,Cigarette,Blue Jacket,"11,25%","5,61%","21,66%","5,03%","1,11%","52,08%","2,78%","2,91%","0,000000000323",3545,"93,86",7,"87,45","90,65",216,"1,11","70,17","83,82657211",149,N
2953,Albert,Rainbow,Orange And Blue,Green Cybernetic Visor,Golden Nose Ring,Clown Wig,Bubblegum,Blue Jacket,"10,83%","9,56%","21,66%","1,62%","5,56%","2,57%","3,89%","2,91%",0,3689,"97,67",8,"97,62","97,64",61,"1,62","56,09","83,79095501",150,N
914,Albert,Deep Green,Brown And Orange,None,Septum Piercing,Jägermeister Antlers,Cigar,Rich Old White Male Tee,"10,83%","6,43%","10,38%","64,95%","3,47%","2,07%","4,00%","1,19%","0,00000000016",3622,"95,90",7,"87,45","91,67",157,"1,19","67,96","83,76959045",151,N
2859,Albert,Space Gold,Blue And Orange,Clear Lenses Round,Golden Earring,Chef's Hat,Nothing,Derby Stars Turtleneck,"10,83%","2,07%","22,00%","3,87%","3,79%","4,26%","65,90%","1,16%","0,000000000236",3583,"94,86",7,"87,45","91,16",188,"1,16","68,79","83,70160194",152,N
1289,Whitney,Brick Wall,Yellow And Blue,Heart Sunglasses,Septum Piercing,None,Bubblegum,Go ***** Yourself Tee,"10,46%","6,09%","10,22%","4,42%","3,47%","52,08%","3,89%","1,16%","0,000000000236",3582,"94,84",7,"87,45","91,14",189,"1,16","68,79","83,6927766",153,N
3154,Jeff,Deep Blue,Brown And Orange,Space Comms Gadget,Golden Nose Ring,None,Ganja,White Tee Blue Shirt,"11,25%","7,73%","10,38%","1,11%","5,56%","52,08%","5,75%","2,09%","0,000000000349",3529,"93,43",7,"87,45","90,44",230,"1,11","70,17","83,68536657",154,N
3402,Juanita,Half-Sprayed Wall,Yellow And Blue,3D,Bitcoin Chain,Orange Beanie,Nothing,Derby Stars Turtleneck,"11,25%","6,99%","10,22%","3,71%","2,70%","3,87%","65,90%","1,16%","0,000000000239",3580,"94,78",7,"87,45","91,12",190,"1,16","68,79","83,6751259",155,N
582,Bruno,Abstract White_Blue,Blue And Orange,Clear Lenses Round,None,Gold Crown,Cigar,ArtsyApes Tee,"10,83%","5,19%","22,00%","3,87%","62,75%","1,11%","4,00%","2,67%","0,000000000356",3527,"93,38",7,"87,45","90,42",232,"1,11","70,17","83,66771588",156,N
1883,Robin,Rainbow,Orange And Blue,Green Cybernetic Visor,Bitcoin Chain,Captain's Hat,Ganja,Banana Bonanza Hoodie,"11,04%","9,56%","21,66%","1,62%","2,70%","4,18%","5,75%","3,04%",0,3675,"97,30",8,"97,62","97,46",70,"1,62","56,09","83,66740016",157,N
1509,Albert,Ones & Zeros,Purple And Green,Heart Sunglasses,Jägermeister Chain,None,Lollipop,Rich Old White Male Tee,"10,83%","5,30%","7,60%","4,42%","2,99%","52,08%","5,03%","1,19%","0,00000000018",3610,"95,58",7,"87,45","91,51",167,"1,19","67,96","83,6636863",158,N
1963,Gordo,Rainbow,Orange And Blue,Deal With It,Golden Earring,Gold Crown,Nothing,Clown Suit,"10,19%","9,56%","21,66%","5,03%","3,79%","1,11%","65,90%","1,32%","0,00000000039",3517,"93,12",7,"87,45","90,28",242,"1,11","70,17","83,57946241",159,N
10,Turned,Bright Sky,Loose,Orange Shades,Silver Necklace,Captain's Hat,Lollipop,Thorchain Hoodie,"2,20%","7,18%","2,09%","6,35%","4,82%","4,18%","5,03%","1,72%",0,3768,"99,76",8,"97,62","98,69",10,"1,72","53,32","83,56749071",160,N
2806,Ham,Brick Wall,Orange And Blue,None,Cross Necklace,Gold Crown,Ganja,Blue Camo Shirt,"9,74%","6,09%","21,66%","64,95%","3,18%","1,11%","5,75%","2,44%","0,000000000413",3512,"92,98",7,"87,45","90,22",247,"1,11","70,17","83,53533568",161,N
2577,Lou,Abstract Red_Blue,Grey And Yellow,Deal With It,Golden Eyebrow Piercing,Red Cap,Party Whistle,Jägermeister Hoodie,"12,05%","4,87%","12,13%","5,03%","2,62%","2,70%","5,35%","1,69%",0,3732,"98,81",8,"97,62","98,21",35,"1,69","54,15","83,52597824",162,N
3386,Lou,Gold Flakes,Grey And Yellow,Heart Sunglasses,None,ArtsyApes Cap,Cigar,Guy Fieri Flame Shirt,"12,05%","6,33%","12,13%","4,42%","62,75%","4,05%","4,00%","1,09%","0,000000000451",3488,"92,35",7,"87,45","89,90",265,"1,09","70,72","83,5076607",163,N
1680,Juanita,Half-Sprayed Wall,Yellow And Blue,None,Septum Piercing,Visor Cap,Cigarette,Rich Old White Male Tee,"11,25%","6,99%","10,22%","64,95%","3,47%","3,57%","2,78%","1,19%","0,000000000214",3592,"95,10",7,"87,45","91,28",182,"1,19","67,96","83,50483006",164,N
2778,Lou,Sprayed Wall,Yellow And Blue,None,Silver Necklace,Captain's Hat,Lollipop,Guy Fieri Flame Shirt,"12,05%","5,30%","10,22%","64,95%","4,82%","4,18%","5,03%","1,09%","0,000000000466",3482,"92,19",7,"87,45","89,82",270,"1,09","70,72","83,45470862",165,N
1441,Albert,Half-Sprayed Wall,Brown And Orange,3D,Golden Nose Ring,None,Bubblegum,100 Emoji Swag Tee,"10,83%","6,99%","10,38%","3,71%","5,56%","52,08%","3,89%","1,14%","0,000000000374",3523,"93,28",7,"87,45","90,36",236,"1,14","69,34","83,35621449",166,N
2192,Gordo,Gold Flakes,Orange And Blue,None,Golden Nose Ring,Chef's Hat,Party Whistle,Keikogi,"10,19%","6,33%","21,66%","64,95%","5,56%","4,26%","5,35%","0,93%","0,00000000107",3298,"87,32",7,"87,45","87,38",428,"0,93","75,14","83,30391155",167,N
1263,Jeff,Red & Green Aura,Purple And Green,3D,None,Devil Horns,Party Whistle,Rich Old White Male Tee,"11,25%","6,80%","7,60%","3,71%","62,75%","3,10%","5,35%","1,19%","0,000000000267",3567,"94,44",7,"87,45","90,95",200,"1,19","67,96","83,2841964",168,N
1599,Robin,Half-Sprayed Wall,Brown And Orange,Deal With It,Golden Earring,Visor Cap,Nothing,100 Emoji Swag Tee,"11,04%","6,99%","10,38%","5,03%","3,79%","3,57%","65,90%","1,14%","0,000000000409",3514,"93,04",7,"87,45","90,24",245,"1,14","69,34","83,27678637",169,N
274,Whitney,Deep Blue,Grey And Yellow,Pilot Sunglasses,Golden Nose Ring,Gold Crown,Nothing,Ripped Black Shirt,"10,46%","7,73%","12,13%","5,43%","5,56%","1,11%","65,90%","2,25%","0,000000000488",3472,"91,92",7,"87,45","89,69",280,"1,11","70,17","83,18232183",170,N
1907,Lou,Deep Blue,Green And Orange,3D,Golden Eyebrow Piercing,None,Bubblegum,Rich Old White Male Tee,"12,05%","7,73%","13,66%","3,71%","2,62%","52,08%","3,89%","1,19%","0,000000000299",3553,"94,07",7,"87,45","90,76",210,"1,19","67,96","83,16064155",171,N
288,Ham,Bright Sky,Orange And Blue,Space Comms Gadget,None,Orange Beanie,Party Whistle,White Shirt & Blue Tie,"9,74%","7,18%","21,66%","1,11%","62,75%","3,87%","5,35%","2,28%","0,000000000497",3466,"91,77",7,"87,45","89,61",286,"1,11","70,17","83,12936975",172,N
1115,Albert,Sprayed Wall,Blue And Orange,Pilot Sunglasses,Golden Eyebrow Piercing,None,Cigarette,Orange Hoodie,"10,83%","5,30%","22,00%","5,43%","2,62%","52,08%","2,78%","1,19%","0,00000000031",3549,"93,96",7,"87,45","90,71",213,"1,19","67,96","83,12534017",173,N
1564,Ham,Mountains,Brown And Orange,None,Silver Necklace,Orange Beanie,Pizza,Derby Stars Turtleneck,"9,74%","5,61%","10,38%","64,95%","4,82%","3,87%","5,00%","1,16%","0,0000000004",3516,"93,09",7,"87,45","90,27",243,"1,16","68,79","83,11030373",174,N
2444,Albert,Matrix,Orange And Blue,Orange Shades,Bitcoin Chain,Red Cap,Party Whistle,Thorchain Hoodie,"10,83%","4,21%","21,66%","6,35%","2,70%","2,70%","5,35%","1,72%",0,3711,"98,25",8,"97,62","97,93",45,"1,72","53,32","83,06444596",175,N
1818,Lou,Abstract Red_Blue,Blue And Orange,Clear Lenses Round,Golden Nose Ring,Jägermeister Cap,Lollipop,Dopey Hoodie,"12,05%","4,87%","22,00%","3,87%","5,56%","1,72%","5,03%","2,17%",0,3697,"97,88",8,"97,62","97,75",55,"1,72","53,32","82,94089111",176,N
132,Jeff,Brick Wall,Yellow And Blue,Orange Shades,Golden Earring,Propeller Hat,Lollipop,Thorchain Hoodie,"11,25%","6,09%","10,22%","6,35%","3,79%","4,02%","5,03%","1,72%",0,3688,"97,64",8,"97,62","97,63",62,"1,72","53,32","82,86146299",177,N
3471,Whitney,Deep Blue,Orange And Blue,Clear Lenses Round,Silver Necklace,Jägermeister Cap,Lollipop,Dopey Hoodie,"10,46%","7,73%","21,66%","3,87%","4,82%","1,72%","5,03%","2,17%",0,3686,"97,59",8,"97,62","97,60",64,"1,72","53,32","82,8438123",178,N
1539,Robin,Mountains,Grey And Yellow,Clear Lenses Round,None,None,Nothing,Go Student Tee,"11,04%","5,61%","12,13%","3,87%","62,75%","52,08%","65,90%","0,03%","0,00000000166",3187,"84,38",5,"63,89","74,13",685,"0,03","100,00","82,75573981",179,N
2375,Robin,Ones & Zeros,Brown And Orange,Orange Shades,None,Captain's Hat,Pizza,100 Emoji Swag Tee,"11,04%","5,30%","10,38%","6,35%","62,75%","4,18%","5,00%","1,14%","0,000000000577",3451,"91,37",7,"87,45","89,41",297,"1,14","69,34","82,72078955",180,N
