ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Rarity,Final Rank,ID,Glitched?
3323,Turned,Ones & Zeros,Loose,Clear Lenses Round,Septum Piercing,ArtsyApes Cap,Nothing,Ethereum Hoodie,"2,20%","5,30%","2,09%","3,87%","3,47%","4,05%","65,90%","2,20%",0,3739,"98,99",7,"87,45","93,22",105,3323,N
1214,Albert,Sunny Beach,Brown And Orange,None,Double Ear Piercing,Santa Hat,Ganja,Captain's Outfit,"10,83%","3,18%","10,38%","64,95%","3,36%","0,77%","5,75%","0,66%",0,3733,"98,84",7,"87,45","93,14",106,1214,N
3640,Turned,Mountains,Loose,None,Silver Necklace,Clown Wig,Ganja,Plain White Shirt,"2,20%","5,61%","2,09%","64,95%","4,82%","2,57%","5,75%","2,04%",0,3731,"98,78",7,"87,45","93,12",107,3640,N
3715,Turned,Gold Flakes,Loose,Flower Power,Golden Nose Ring,Devil Horns,Nothing,Black Tee,"2,20%","6,33%","2,09%","3,52%","5,56%","3,10%","65,90%","2,33%",0,3730,"98,76",7,"87,45","93,10",108,3715,N
1748,Robin,Sprayed Wall,Purple And Green,None,#WAGMI Chain,JÃ¤germeister Antlers,Ganja,Black Waistcoat,"11,04%","5,30%","7,60%","64,95%","0,56%","2,07%","5,75%","1,46%",0,3729,"98,73",7,"87,45","93,09",109,1748,N
2295,Bruno,Stebo Tag Wall,Yellow And Blue,Orange Shades,None,Santa Hat,Bubblegum,ApeCoin Tee,"10,83%","0,74%","10,22%","6,35%","62,75%","0,77%","3,89%","3,10%",0,3728,"98,70",7,"87,45","93,08",110,2295,N
1001,Turned,Space Silver,Loose,Heart Sunglasses,None,Reverse Hat,Cigar,Blue Jacket,"2,20%","6,43%","2,09%","4,42%","62,75%","3,76%","4,00%","2,91%",0,3721,"98,52",7,"87,45","92,98",111,1001,N
1252,Turned,Bright Sky,Loose,Orange Shades,None,Captain's Hat,Bubblegum,Fantom Sweater,"2,20%","7,18%","2,09%","6,35%","62,75%","4,18%","3,89%","1,80%",0,3718,"98,44",7,"87,45","92,94",112,1252,N
2688,Lou,Abstract White_Blue,Green And Orange,Green Cybernetic Visor,Rose Necklace,Red Cap,Nothing,ArtsyApes Brains Longsleeve,"12,05%","5,19%","13,66%","1,62%","1,11%","2,70%","65,90%","1,43%",0,3716,"98,38",7,"87,45","92,92",113,2688,N
1238,Gordo,Bright Sky,Purple And Green,Space Comms Gadget,Golden Earring,Gold Halo,Nothing,Derby Stars Turtleneck,"10,19%","7,18%","7,60%","1,11%","3,79%","2,33%","65,90%","1,16%",0,3712,"98,28",7,"87,45","92,86",114,1238,N
807,Unknown,Red & Green Aura,None,Deal With It,None,None,Nothing,Banana Game Suit,"0,13%","6,80%","0,21%","5,03%","62,75%","52,08%","65,90%","0,13%",0,3772,"99,87",4,"85,84","92,85",115,807,Y
1418,Juanita,Space Silver,Green And Orange,Green Cybernetic Visor,#WAGMI Chain,Captain's Hat,Nothing,Thorchain Hoodie,"11,25%","6,43%","13,66%","1,62%","0,56%","4,18%","65,90%","1,72%",0,3710,"98,23",7,"87,45","92,84",116,1418,N
2553,Turned,Ones & Zeros,Loose,Orange Shades,None,Reverse Hat,Party Whistle,White Shirt & Blue Tie,"2,20%","5,30%","2,09%","6,35%","62,75%","3,76%","5,35%","2,28%",0,3706,"98,12",7,"87,45","92,79",117,2553,N
3169,Ham,Abstract Red_Blue,Yellow And Blue,None,Golden Earring,JÃ¤germeister Cap,Respirator,Anarchy Jacket,"9,74%","4,87%","10,22%","64,95%","3,79%","1,72%","2,28%","1,01%",0,3703,"98,04",7,"87,45","92,75",118,3169,N
1173,Whitney,Bright Sky,Purple And Green,Orange Shades,#WAGMI Chain,Clown Wig,Nothing,Black Waistcoat,"10,46%","7,18%","7,60%","6,35%","0,56%","2,57%","65,90%","1,46%",0,3700,"97,96",7,"87,45","92,71",119,1173,N
3735,Juanita,Stebo Tag Wall,Yellow And Blue,Orange Shades,Septum Piercing,Propeller Hat,Nothing,Guy Fieri Flame Shirt,"11,25%","0,74%","10,22%","6,35%","3,47%","4,02%","65,90%","1,09%",0,3695,"97,83",7,"87,45","92,64",120,3735,N
2278,Jeff,Stebo Tag Wall,Yellow And Blue,None,Silver Necklace,Beer Helmet,Ganja,White Plain Tee,"11,25%","0,74%","10,22%","64,95%","4,82%","2,89%","5,75%","1,30%",0,3692,"97,75",7,"87,45","92,60",121,2278,N
1101,Whitney,Bright Sky,Yellow And Blue,Orange Shades,Golden Eyebrow Piercing,Santa Hat,Nothing,Anarchy Jacket,"10,46%","7,18%","10,22%","6,35%","2,62%","0,77%","65,90%","1,01%",0,3682,"97,48",7,"87,45","92,47",122,1101,N
3518,Gordo,Sprayed Wall,Purple And Green,Space Comms Gadget,None,Clown Wig,Cigar,White Shirt & Blue Tie,"10,19%","5,30%","7,60%","1,11%","62,75%","2,57%","4,00%","2,28%",0,3681,"97,46",7,"87,45","92,45",123,3518,N
1023,Robin,Sprayed Wall,Purple And Green,None,Rose Necklace,Clown Wig,Bubblegum,Ethereum Hoodie,"11,04%","5,30%","7,60%","64,95%","1,11%","2,57%","3,89%","2,20%",0,3677,"97,35",7,"87,45","92,40",124,1023,N
3225,Ham,Brick Wall,Yellow And Blue,Deal With It,#WAGMI Chain,None,Bubblegum,White Tee Blue Shirt,"9,74%","6,09%","10,22%","5,03%","0,56%","52,08%","3,89%","2,09%",0,3676,"97,33",7,"87,45","92,39",125,3225,N
1060,Albert,Half-Sprayed Wall,Purple And Green,Space Comms Gadget,Golden Earring,None,Pizza,Orange Hoodie,"10,83%","6,99%","7,60%","1,11%","3,79%","52,08%","5,00%","1,19%",0,3674,"97,27",7,"87,45","92,36",126,1060,N
3109,Turned,Deep Blue,Loose,None,Silver Necklace,Captain's Hat,Party Whistle,ApeCoin Tee,"2,20%","7,73%","2,09%","64,95%","4,82%","4,18%","5,35%","3,10%",0,3672,"97,22",7,"87,45","92,34",127,3109,N
814,Jeff,Gold Flakes,Blue And Orange,Pilot Sunglasses,Rose Necklace,Devil Horns,Nothing,SciFi Space Suit,"11,25%","6,33%","22,00%","5,43%","1,11%","3,10%","65,90%","0,42%",0,3670,"97,17",7,"87,45","92,31",128,814,N
364,Albert,Abstract Red_Blue,Purple And Green,Space Comms Gadget,Double Ear Piercing,ArtsyApes Cap,Nothing,Ethereum Hoodie,"10,83%","4,87%","7,60%","1,11%","3,36%","4,05%","65,90%","2,20%",0,3668,"97,11",7,"87,45","92,28",129,364,N
1585,Albert,Bright Sky,Green And Orange,Green Cybernetic Visor,Golden Nose Ring,Luart Helmet,Nothing,Black Turtleneck,"10,83%","7,18%","13,66%","1,62%","5,56%","0,95%","65,90%","1,48%",0,3667,"97,09",7,"87,45","92,27",130,1585,N
3165,Gordo,Space Silver,Brown And Orange,Green Cybernetic Visor,Cross Necklace,JÃ¤germeister Cap,Nothing,Green Puffer Jacket,"10,19%","6,43%","10,38%","1,62%","3,18%","1,72%","65,90%","2,25%",0,3666,"97,06",7,"87,45","92,26",131,3165,N
1577,Whitney,Space Gold,Brown And Orange,Clear Lenses Round,None,Orange Beanie,Cigar,100 Emoji Swag Tee,"10,46%","2,07%","10,38%","3,87%","62,75%","3,87%","4,00%","1,14%",0,3664,"97,01",7,"87,45","92,23",132,1577,N
1546,Bruno,Matrix,Green And Orange,Green Cybernetic Visor,Silver Necklace,None,Cigarette,Suit & Bow Tie,"10,83%","4,21%","13,66%","1,62%","4,82%","52,08%","2,78%","1,38%",0,3663,"96,98",7,"87,45","92,22",133,1546,N
1456,Ham,Ones & Zeros,Yellow And Blue,Flower Power,#WAGMI Chain,ArtsyApes Cap,Nothing,Stebo Tee,"9,74%","5,30%","10,22%","3,52%","0,56%","4,05%","65,90%","3,57%",0,3662,"96,96",7,"87,45","92,20",134,1456,N
2498,Ham,Sunny Beach,Grey And Yellow,None,Golden Earring,Captain's Hat,Cigar,Captain's Outfit,"9,74%","3,18%","12,13%","64,95%","3,79%","4,18%","4,00%","0,66%","0,000000000102",3657,"96,82",7,"87,45","92,14",135,2498,N
3231,Albert,Abstract Red_Blue,Purple And Green,None,Septum Piercing,JÃ¤germeister Antlers,Cigarette,Plain White Shirt,"10,83%","4,87%","7,60%","64,95%","3,47%","2,07%","2,78%","2,04%","0,000000000106",3655,"96,77",7,"87,45","92,11",136,3231,N
2486,Albert,Ones & Zeros,Purple And Green,None,Rose Necklace,Orange Beanie,Cigar,Ripped Black Shirt,"10,83%","5,30%","7,60%","64,95%","1,11%","3,87%","4,00%","2,25%","0,000000000109",3653,"96,72",7,"87,45","92,08",137,2486,N
3483,Albert,Matrix,Brown And Orange,None,Golden Earring,ArtsyApes Cap,Cigarette,Ripped Yellow Longsleeve,"10,83%","4,21%","10,38%","64,95%","3,79%","4,05%","2,78%","0,85%","0,000000000111",3651,"96,66",7,"87,45","92,06",138,3483,N
2690,Ham,Rainbow,Green And Orange,Heart Sunglasses,Septum Piercing,Luart Helmet,Nothing,Hazmat Suit,"9,74%","9,56%","13,66%","4,42%","3,47%","0,95%","65,90%","0,93%","0,000000000114",3647,"96,56",7,"87,45","92,00",139,2690,N
2538,Whitney,Brick Wall,Brown And Orange,Green Cybernetic Visor,None,Beer Helmet,Cigar,Catchphrase Ripped Tee,"10,46%","6,09%","10,38%","1,62%","62,75%","2,89%","4,00%","1,51%","0,000000000117",3645,"96,51",7,"87,45","91,98",140,2538,N
407,Robin,Matrix,Brown And Orange,Green Cybernetic Visor,None,Captain's Hat,Pizza,Go ***** Yourself Tee,"11,04%","4,21%","10,38%","1,62%","62,75%","4,18%","5,00%","1,16%","0,000000000119",3644,"96,48",7,"87,45","91,96",141,407,N
3365,Bruno,Space Gold,Brown And Orange,Clear Lenses Round,Bitcoin Chain,Visor Cap,Nothing,Hawaii Shirt,"10,83%","2,07%","10,38%","3,87%","2,70%","3,57%","65,90%","2,20%","0,000000000125",3642,"96,43",7,"87,45","91,94",142,3365,N
1039,Gordo,Deep Blue,Green And Orange,Flower Power,Golden Eyebrow Piercing,JÃ¤germeister Antlers,Nothing,Versace Tee,"10,19%","7,73%","13,66%","3,52%","2,62%","2,07%","65,90%","0,95%","0,000000000129",3639,"96,35",7,"87,45","91,90",143,1039,N
3776,Albert,Abstract White_Blue,Brown And Orange,None,Cross Earring,Gold Crown,Cigar,Ape College Jacket,"10,83%","5,19%","10,38%","64,95%","3,10%","1,11%","4,00%","2,49%","0,00000000013",3638,"96,32",7,"87,45","91,89",144,3776,N
560,Robin,Sunny Beach,Brown And Orange,None,Double Ear Piercing,Chef's Hat,Respirator,JÃ¤germeister Hoodie,"11,04%","3,18%","10,38%","64,95%","3,36%","4,26%","2,28%","1,69%","0,000000000131",3637,"96,29",7,"87,45","91,87",145,560,N
1420,Juanita,Mountains,Orange And Blue,Green Cybernetic Visor,Silver Necklace,None,Party Whistle,Royal Outfit,"11,25%","5,61%","21,66%","1,62%","4,82%","52,08%","5,35%","0,45%","0,000000000133",3635,"96,24",7,"87,45","91,85",146,1420,N
523,Bruno,Brick Wall,Yellow And Blue,None,Silver Necklace,Clown Wig,Cigarette,Hazmat Suit,"10,83%","6,09%","10,22%","64,95%","4,82%","2,57%","2,78%","0,93%","0,00000000014",3632,"96,16",7,"87,45","91,81",147,523,N
210,Robin,Abstract Red_Blue,Green And Orange,None,Rose Necklace,Devil Horns,Cigar,Hawaii Shirt,"11,04%","4,87%","13,66%","64,95%","1,11%","3,10%","4,00%","2,20%","0,000000000144",3631,"96,13",7,"87,45","91,79",148,210,N
3405,Robin,Sunny Beach,Green And Orange,3D,Golden Eyebrow Piercing,None,Pizza,Orange Hoodie,"11,04%","3,18%","13,66%","3,71%","2,62%","52,08%","5,00%","1,19%","0,000000000145",3630,"96,11",7,"87,45","91,78",149,3405,N
3333,Albert,Abstract Red_Blue,Grey And Yellow,Orange Shades,Golden Eyebrow Piercing,JÃ¤germeister Antlers,Nothing,Rainbow Pin Suit & Tie,"10,83%","4,87%","12,13%","6,35%","2,62%","2,07%","65,90%","1,01%","0,000000000146",3629,"96,08",7,"87,45","91,77",150,3333,N
1964,Ham,Space Gold,Blue And Orange,Deal With It,Golden Nose Ring,None,Respirator,Joker Suit,"9,74%","2,07%","22,00%","5,03%","5,56%","52,08%","2,28%","1,01%","0,000000000148",3628,"96,06",7,"87,45","91,75",151,1964,N
2142,Ham,Deep Blue,Blue And Orange,None,Golden Eyebrow Piercing,Gold Crown,Cigarette,JÃ¤germeister Hoodie,"9,74%","7,73%","22,00%","64,95%","2,62%","1,11%","2,78%","1,69%","0,000000000148",3627,"96,03",7,"87,45","91,74",152,2142,N
1506,Juanita,Sprayed Wall,Yellow And Blue,Clear Lenses Round,Bitcoin Chain,Orange Beanie,Nothing,Hazmat Suit,"11,25%","5,30%","10,22%","3,87%","2,70%","3,87%","65,90%","0,93%","0,00000000015",3626,"96,00",7,"87,45","91,73",153,1506,N
2970,Bruno,Gold Flakes,Yellow And Blue,Deal With It,Cross Earring,Luart Helmet,Nothing,White Shirt & Blue Tie,"10,83%","6,33%","10,22%","5,03%","3,10%","0,95%","65,90%","2,28%","0,000000000156",3625,"95,98",7,"87,45","91,71",154,2970,N
2089,Albert,Half-Sprayed Wall,Grey And Yellow,Green Cybernetic Visor,None,Reverse Hat,Pizza,Omega Hoodie,"10,83%","6,99%","12,13%","1,62%","62,75%","3,76%","5,00%","0,90%","0,000000000158",3624,"95,95",7,"87,45","91,70",155,2089,N
885,Juanita,Abstract White_Blue,Green And Orange,Green Cybernetic Visor,Golden Nose Ring,Beer Helmet,Nothing,Derby Stars Turtleneck,"11,25%","5,19%","13,66%","1,62%","5,56%","2,89%","65,90%","1,16%","0,000000000159",3623,"95,92",7,"87,45","91,69",156,885,N
914,Albert,Deep Green,Brown And Orange,None,Septum Piercing,JÃ¤germeister Antlers,Cigar,Rich Old White Male Tee,"10,83%","6,43%","10,38%","64,95%","3,47%","2,07%","4,00%","1,19%","0,00000000016",3622,"95,90",7,"87,45","91,67",157,914,N
1103,Albert,Space Gold,Orange And Blue,Flower Power,None,Captain's Hat,Bubblegum,ArtsyApes Basketball Jersey,"10,83%","2,07%","21,66%","3,52%","62,75%","4,18%","3,89%","0,93%","0,000000000161",3621,"95,87",7,"87,45","91,66",158,1103,N
787,Juanita,Space Silver,Yellow And Blue,Clear Lenses Round,None,Red Cap,Respirator,Black Turtleneck,"11,25%","6,43%","10,22%","3,87%","62,75%","2,70%","2,28%","1,48%","0,000000000164",3620,"95,84",7,"87,45","91,65",159,787,N
1938,Jeff,Abstract White_Blue,Green And Orange,Clear Lenses Round,None,JÃ¤germeister Cap,Party Whistle,Keikogi,"11,25%","5,19%","13,66%","3,87%","62,75%","1,72%","5,35%","0,93%","0,000000000165",3619,"95,82",7,"87,45","91,63",160,1938,N
3102,Juanita,Space Gold,Orange And Blue,Orange Shades,None,Orange Beanie,Respirator,Versace Tee,"11,25%","2,07%","21,66%","6,35%","62,75%","3,87%","2,28%","0,95%","0,000000000168",3617,"95,76",7,"87,45","91,61",161,3102,N
3156,Whitney,Deep Green,Grey And Yellow,Pilot Sunglasses,Rose Necklace,None,Bubblegum,JÃ¤germeister Hoodie,"10,46%","6,43%","12,13%","5,43%","1,11%","52,08%","3,89%","1,69%","0,000000000169",3616,"95,74",7,"87,45","91,59",162,3156,N
1470,Juanita,Deep Blue,Green And Orange,3D,Bitcoin Chain,Clown Wig,Nothing,Ripped Yellow Longsleeve,"11,25%","7,73%","13,66%","3,71%","2,70%","2,57%","65,90%","0,85%","0,000000000171",3615,"95,71",7,"87,45","91,58",163,1470,N
1377,Juanita,Bright Sky,Grey And Yellow,Space Comms Gadget,Bitcoin Chain,None,Pizza,Green Puffer Jacket,"11,25%","7,18%","12,13%","1,11%","2,70%","52,08%","5,00%","2,25%","0,000000000172",3614,"95,68",7,"87,45","91,57",164,1377,N
2455,Whitney,Rainbow,Purple And Green,Heart Sunglasses,None,Gold Halo,Party Whistle,Captain's Outfit,"10,46%","9,56%","7,60%","4,42%","62,75%","2,33%","5,35%","0,66%","0,000000000174",3613,"95,66",7,"87,45","91,55",165,2455,N
2130,Juanita,Abstract White_Blue,Purple And Green,Pilot Sunglasses,Cross Necklace,Gold Halo,Nothing,Catchphrase Ripped Tee,"11,25%","5,19%","7,60%","5,43%","3,18%","2,33%","65,90%","1,51%","0,000000000177",3611,"95,60",7,"87,45","91,53",166,2130,N
1509,Albert,Ones & Zeros,Purple And Green,Heart Sunglasses,JÃ¤germeister Chain,None,Lollipop,Rich Old White Male Tee,"10,83%","5,30%","7,60%","4,42%","2,99%","52,08%","5,03%","1,19%","0,00000000018",3610,"95,58",7,"87,45","91,51",167,1509,N
2921,Bruno,Brick Wall,Purple And Green,Deal With It,Cross Earring,JÃ¤germeister Antlers,Nothing,JÃ¤germeister Hoodie,"10,83%","6,09%","7,60%","5,03%","3,10%","2,07%","65,90%","1,69%","0,00000000018",3609,"95,55",7,"87,45","91,50",168,2921,N
1465,Ham,Mountains,Purple And Green,None,Double Ear Piercing,Beer Helmet,Respirator,ApeCoin Tee,"9,74%","5,61%","7,60%","64,95%","3,36%","2,89%","2,28%","3,10%","0,000000000185",3608,"95,53",7,"87,45","91,49",169,1465,N
1844,Ham,Sunny Beach,Yellow And Blue,None,JÃ¤germeister Chain,Propeller Hat,Party Whistle,ArtsyApes Brains Longsleeve,"9,74%","3,18%","10,22%","64,95%","2,99%","4,02%","5,35%","1,43%","0,000000000189",3607,"95,50",7,"87,45","91,47",170,1844,N
13,Lou,Matrix,Orange And Blue,None,Double Ear Piercing,JÃ¤germeister Cap,Pizza,Hazmat Suit,"12,05%","4,21%","21,66%","64,95%","3,36%","1,72%","5,00%","0,93%","0,000000000191",3606,"95,47",7,"87,45","91,46",171,13,N
567,Ham,Space Silver,Grey And Yellow,Green Cybernetic Visor,None,Devil Horns,Ganja,ArtsyApes Brains Longsleeve,"9,74%","6,43%","12,13%","1,62%","62,75%","3,10%","5,75%","1,43%","0,000000000196",3603,"95,39",7,"87,45","91,42",172,567,N
3218,Gordo,Space Silver,Blue And Orange,Pilot Sunglasses,Septum Piercing,Gold Crown,Nothing,Chef's Jacket,"10,19%","6,43%","22,00%","5,43%","3,47%","1,11%","65,90%","1,01%","0,0000000002",3602,"95,37",7,"87,45","91,41",173,3218,N
2296,Robin,Bright Sky,Blue And Orange,None,Silver Necklace,Santa Hat,Party Whistle,Omega Hoodie,"11,04%","7,18%","22,00%","64,95%","4,82%","0,77%","5,35%","0,90%","0,000000000202",3601,"95,34",7,"87,45","91,40",174,2296,N
1886,Gordo,Abstract Red_Blue,Grey And Yellow,Clear Lenses Round,JÃ¤germeister Chain,None,Cigarette,Plain White Shirt,"10,19%","4,87%","12,13%","3,87%","2,99%","52,08%","2,78%","2,04%","0,000000000206",3600,"95,31",7,"87,45","91,38",175,1886,N
1380,Jeff,Ones & Zeros,Yellow And Blue,Orange Shades,Septum Piercing,Gold Halo,Nothing,Chef's Jacket,"11,25%","5,30%","10,22%","6,35%","3,47%","2,33%","65,90%","1,01%","0,000000000207",3599,"95,29",7,"87,45","91,37",176,1380,N
485,Whitney,Deep Blue,Blue And Orange,None,Septum Piercing,Gold Crown,Lollipop,Keikogi,"10,46%","7,73%","22,00%","64,95%","3,47%","1,11%","5,03%","0,93%","0,000000000208",3598,"95,26",7,"87,45","91,36",177,485,N
375,Whitney,Abstract Red_Blue,Grey And Yellow,Heart Sunglasses,None,Devil Horns,Bubblegum,Rainbow Pin Suit & Tie,"10,46%","4,87%","12,13%","4,42%","62,75%","3,10%","3,89%","1,01%","0,000000000208",3597,"95,23",7,"87,45","91,34",178,375,N
1004,Albert,Abstract Red_Blue,Orange And Blue,None,Golden Eyebrow Piercing,Santa Hat,Ganja,Blue Camo Shirt,"10,83%","4,87%","21,66%","64,95%","2,62%","0,77%","5,75%","2,44%","0,000000000209",3596,"95,21",7,"87,45","91,33",179,1004,N
632,Robin,Mountains,Purple And Green,Clear Lenses Round,Golden Earring,Red Cap,Nothing,Thorchain Hoodie,"11,04%","5,61%","7,60%","3,87%","3,79%","2,70%","65,90%","1,72%","0,000000000211",3594,"95,15",7,"87,45","91,30",180,632,N
1120,Ham,Mountains,Blue And Orange,Deal With It,#WAGMI Chain,None,Bubblegum,ApeCoin Tee,"9,74%","5,61%","22,00%","5,03%","0,56%","52,08%","3,89%","3,10%","0,000000000211",3593,"95,13",7,"87,45","91,29",181,1120,N
1680,Juanita,Half-Sprayed Wall,Yellow And Blue,None,Septum Piercing,Visor Cap,Cigarette,Rich Old White Male Tee,"11,25%","6,99%","10,22%","64,95%","3,47%","3,57%","2,78%","1,19%","0,000000000214",3592,"95,10",7,"87,45","91,28",182,1680,N
2098,Juanita,Ones & Zeros,Orange And Blue,Deal With It,Rose Necklace,JÃ¤germeister Antlers,Nothing,Ripped Black Shirt,"11,25%","5,30%","21,66%","5,03%","1,11%","2,07%","65,90%","2,25%","0,000000000221",3591,"95,08",7,"87,45","91,26",183,2098,N
112,Bruno,Stebo Tag Wall,Blue And Orange,None,Golden Earring,Orange Beanie,Pizza,ArtsyApes Tee,"10,83%","0,74%","22,00%","64,95%","3,79%","3,87%","5,00%","2,67%","0,000000000225",3590,"95,05",7,"87,45","91,25",184,112,N
2824,Robin,Ones & Zeros,Purple And Green,Green Cybernetic Visor,None,Chef's Hat,Party Whistle,Ethereum Hoodie,"11,04%","5,30%","7,60%","1,62%","62,75%","4,26%","5,35%","2,20%","0,000000000226",3589,"95,02",7,"87,45","91,24",185,2824,N
1231,Gordo,Mountains,Blue And Orange,Deal With It,Bitcoin Chain,None,Cigarette,Hazmat Suit,"10,19%","5,61%","22,00%","5,03%","2,70%","52,08%","2,78%","0,93%","0,000000000229",3588,"95,00",7,"87,45","91,22",186,1231,N
3213,Juanita,Red & Green Aura,Green And Orange,3D,None,Chef's Hat,Lollipop,Royal Outfit,"11,25%","6,80%","13,66%","3,71%","62,75%","4,26%","5,03%","0,45%","0,000000000235",3584,"94,89",7,"87,45","91,17",187,3213,N
2859,Albert,Space Gold,Blue And Orange,Clear Lenses Round,Golden Earring,Chef's Hat,Nothing,Derby Stars Turtleneck,"10,83%","2,07%","22,00%","3,87%","3,79%","4,26%","65,90%","1,16%","0,000000000236",3583,"94,86",7,"87,45","91,16",188,2859,N
1289,Whitney,Brick Wall,Yellow And Blue,Heart Sunglasses,Septum Piercing,None,Bubblegum,Go ***** Yourself Tee,"10,46%","6,09%","10,22%","4,42%","3,47%","52,08%","3,89%","1,16%","0,000000000236",3582,"94,84",7,"87,45","91,14",189,1289,N
3402,Juanita,Half-Sprayed Wall,Yellow And Blue,3D,Bitcoin Chain,Orange Beanie,Nothing,Derby Stars Turtleneck,"11,25%","6,99%","10,22%","3,71%","2,70%","3,87%","65,90%","1,16%","0,000000000239",3580,"94,78",7,"87,45","91,12",190,3402,N
1601,Jeff,Deep Blue,Orange And Blue,Heart Sunglasses,Rose Necklace,None,Party Whistle,ArtsyApes Basketball Jersey,"11,25%","7,73%","21,66%","4,42%","1,11%","52,08%","5,35%","0,93%","0,000000000239",3579,"94,76",7,"87,45","91,10",191,1601,N
3074,Jeff,Matrix,Green And Orange,Heart Sunglasses,None,Red Cap,Party Whistle,Keikogi,"11,25%","4,21%","13,66%","4,42%","62,75%","2,70%","5,35%","0,93%","0,00000000024",3578,"94,73",7,"87,45","91,09",192,3074,N
3579,Bruno,Brick Wall,Brown And Orange,Deal With It,Golden Earring,Luart Helmet,Nothing,_APES_ Sweater,"10,83%","6,09%","10,38%","5,03%","3,79%","0,95%","65,90%","3,02%","0,000000000247",3575,"94,65",7,"87,45","91,05",193,3579,N
1898,Gordo,Sunny Beach,Purple And Green,3D,Double Ear Piercing,None,Pizza,ApeCoin Tee,"10,19%","3,18%","7,60%","3,71%","3,36%","52,08%","5,00%","3,10%","0,000000000248",3573,"94,60",7,"87,45","91,02",194,1898,N
3029,Bruno,Mountains,Orange And Blue,Space Comms Gadget,Bitcoin Chain,Chef's Hat,Nothing,Green Puffer Jacket,"10,83%","5,61%","21,66%","1,11%","2,70%","4,26%","65,90%","2,25%","0,00000000025",3572,"94,57",7,"87,45","91,01",195,3029,N
3526,Juanita,Abstract White_Blue,Orange And Blue,Space Comms Gadget,Cross Earring,Visor Cap,Nothing,Blue Camo Shirt,"11,25%","5,19%","21,66%","1,11%","3,10%","3,57%","65,90%","2,44%","0,00000000025",3571,"94,55",7,"87,45","91,00",196,3526,N
1412,Lou,Space Silver,Grey And Yellow,Heart Sunglasses,None,Reverse Hat,Cigarette,Keikogi,"12,05%","6,43%","12,13%","4,42%","62,75%","3,76%","2,78%","0,93%","0,000000000253",3570,"94,52",7,"87,45","90,98",197,1412,N
3692,Ham,Red & Green Aura,Green And Orange,Clear Lenses Round,Double Ear Piercing,Propeller Hat,Nothing,Ripped Yellow Longsleeve,"9,74%","6,80%","13,66%","3,87%","3,36%","4,02%","65,90%","0,85%","0,000000000265",3569,"94,49",7,"87,45","90,97",198,3692,N
3417,Lou,Abstract White_Blue,Grey And Yellow,Green Cybernetic Visor,Golden Earring,Orange Beanie,Nothing,Green Puffer Jacket,"12,05%","5,19%","12,13%","1,62%","3,79%","3,87%","65,90%","2,25%","0,000000000266",3568,"94,47",7,"87,45","90,96",199,3417,N
1263,Jeff,Red & Green Aura,Purple And Green,3D,None,Devil Horns,Party Whistle,Rich Old White Male Tee,"11,25%","6,80%","7,60%","3,71%","62,75%","3,10%","5,35%","1,19%","0,000000000267",3567,"94,44",7,"87,45","90,95",200,1263,N
498,Robin,Gold Flakes,Purple And Green,3D,JÃ¤germeister Chain,None,Bubblegum,Green Puffer Jacket,"11,04%","6,33%","7,60%","3,71%","2,99%","52,08%","3,89%","2,25%","0,000000000269",3566,"94,41",7,"87,45","90,93",201,498,N
3562,Lou,Deep Green,Orange And Blue,Space Comms Gadget,Golden Eyebrow Piercing,None,Cigar,Thorchain Hoodie & Jacket,"12,05%","6,43%","21,66%","1,11%","2,62%","52,08%","4,00%","2,65%","0,00000000027",3565,"94,39",7,"87,45","90,92",202,3562,N
3010,Bruno,Mountains,Orange And Blue,Green Cybernetic Visor,Golden Earring,Visor Cap,Nothing,ArtsyApes Brains Longsleeve,"10,83%","5,61%","21,66%","1,62%","3,79%","3,57%","65,90%","1,43%","0,000000000271",3564,"94,36",7,"87,45","90,91",203,3010,N
3200,Juanita,Space Silver,Green And Orange,None,Golden Nose Ring,Gold Halo,Respirator,Black Waistcoat,"11,25%","6,43%","13,66%","64,95%","5,56%","2,33%","2,28%","1,46%","0,000000000276",3563,"94,33",7,"87,45","90,89",204,3200,N
